
Residuals from Base Run #5 (Convergent Run)

Base_Run,Date_Time,Dichloromethane,Chloroform,Trichlorofluoromethane,Dichlorodifluoromethane,Carbon Tetrachloride,1_1_2-Trichlorotrifluoroethane,1_2-Dichloro-1_1_2_2-tetrafluoroethane,Tetrachloroethene,1_2-Dichlorobenzene,1_4-Dichlorobenzene,PCBTF,N-Butane,Isobutane,N-Pentane,Isopentane,2-Methyl pentane,Butene,Propylene,cis-2-Pentene,Isoprene,alpha-Pinene,MVK,Benzene,Toluene,Ethylbenzene,Propylbenzene,m_p-Xylene,o-Xylene,p-Isopropyl Toluene,Naphthalene,Methanol,Ethanol,Phenol,Methyl acetate,n-Butyl acetate,D5-Siloxane
5,07/10/21,2.376000E-002,1.898000E-003,-4.218000E-002,3.583000E-002,-2.746000E-002,5.930000E-003,-3.452000E-004,3.141000E-003,-5.722000E-005,1.264000E-004,2.238000E-005,1.418000E-001,-3.646000E-002,-6.125000E-003,-8.956000E-003,-6.830000E-002,6.094000E-002,-4.622000E-002,-1.059000E-003,1.727000E-002,-1.457000E-004,-1.677000E-002,1.558000E-001,-2.695000E-002,1.409000E-003,-2.809000E-003,-8.160000E-004,-6.115000E-003,-2.674000E-003,1.383000E-003,6.205000E-002,-4.715000E-001,1.843000E-001,1.683000E-001,8.758000E-003,-2.857000E-004
5,07/11/21,2.613000E-002,7.699000E-003,2.022000E-002,-4.096000E-002,-6.702000E-003,5.433000E-003,-1.246000E-003,6.459000E-004,-4.805000E-005,1.137000E-005,-6.547000E-003,-3.256000E-002,2.336000E-002,1.333000E-003,-1.349000E-002,-5.666000E-002,1.572000E-002,-1.045000E-002,-1.368000E-003,-2.673000E-002,-1.540000E-002,-3.908000E-002,4.331000E-001,4.123000E-002,1.253000E-003,2.675000E-003,8.906000E-003,5.236000E-003,1.502000E-003,5.798000E-003,3.700000E-001,-8.870000E-001,9.090000E-002,7.878000E-002,-7.280000E-003,-1.468000E-002
5,07/12/21,-2.659000E-002,4.103000E-003,-7.671000E-002,3.283000E-002,2.283000E-003,1.107000E-003,-9.313000E-004,-2.744000E-003,2.209000E-004,-5.347000E-005,-5.229000E-003,-8.114000E-002,2.801000E-003,1.625000E-002,5.768000E-002,5.846000E-003,2.413000E-002,3.159000E-002,-7.285000E-004,1.021000E-002,2.653000E-003,-3.221000E-002,4.373000E-001,8.671000E-002,8.082000E-003,2.863000E-003,6.594000E-003,7.904000E-003,4.064000E-003,3.378000E-003,5.270000E-001,-3.303000E-001,1.902000E-002,1.705000E-001,-4.940000E-002,-8.262000E-003
5,07/13/21,5.042000E-002,-2.200000E-003,-1.069000E-002,-4.075000E-002,4.820000E-003,6.103000E-005,-1.004000E-004,1.045000E-003,-8.314000E-005,2.434000E-005,9.753000E-003,6.923000E-002,7.032000E-003,-5.520000E-003,-1.241000E-001,-1.597000E-001,4.687000E-002,-1.974000E-002,6.433000E-003,7.215000E-002,5.055000E-003,7.178000E-003,6.931000E-002,-1.765000E-002,-2.460000E-003,-4.370000E-004,-3.779000E-004,-2.938000E-003,-9.257000E-004,-2.203000E-003,2.027000E-002,-7.730000E-001,1.150000E-001,3.100000E-001,2.438000E-002,1.532000E-003
5,07/14/21,1.707000E-002,5.799000E-003,-2.736000E-002,-1.511000E-002,-3.489000E-002,-6.261000E-003,2.077000E-003,1.012000E-003,-9.934000E-005,-4.553000E-005,-1.503000E-003,4.099000E-002,-2.040000E-002,-1.703000E-002,-1.030000E-001,-1.974000E-001,1.554000E-001,6.438000E-002,7.285000E-003,-8.041000E-002,-1.327000E-002,-2.712000E-002,3.303000E-001,-5.747000E-002,-2.313000E-003,-6.012000E-004,-3.338000E-003,-6.223000E-003,1.541000E-002,1.927000E-003,1.031000E+001,-3.040000E-003,1.697000E-001,2.498000E-001,2.781000E-002,5.736000E-003
5,07/15/21,-1.249000E-002,5.764000E-003,-2.826000E-002,5.368000E-002,1.248000E-002,1.802000E-002,-1.506000E-003,-2.248000E-003,1.082000E-004,8.208000E-006,-1.025000E-002,5.161000E-003,-1.149000E-002,1.550000E-002,2.121000E-001,4.353000E-003,-5.661000E-003,-3.353000E-002,-2.949000E-003,2.968000E-002,8.694000E-003,1.434000E-002,-2.855000E-002,-5.785000E-003,-3.192000E-003,-1.074000E-003,1.672000E-002,5.123000E-003,9.010000E-003,7.135000E-003,-1.413000E-001,-1.490000E-001,-1.552000E-001,3.070000E-001,2.073000E-002,-5.081000E-003
5,07/16/21,1.777000E-002,-6.481000E-003,4.200000E-002,-5.597000E-002,4.289000E-003,1.618000E-002,1.029000E-003,2.469000E-004,-1.118000E-004,5.459000E-005,-5.213000E-003,4.998000E-002,1.736000E-002,-5.878000E-003,-7.032000E-003,-6.844000E-002,4.962000E-002,-9.603000E-002,3.636000E-004,-3.504000E-002,-5.316000E-003,-2.621000E-002,6.013000E-001,3.638000E-002,6.284000E-003,1.722000E-003,8.854000E-003,5.488000E-003,1.076000E-003,9.626000E-004,7.129000E-001,-6.751000E-002,2.623000E-002,-5.072000E-002,1.522000E-002,-1.675000E-003
5,07/17/21,2.159000E-002,1.372000E-003,1.970000E-002,-1.979000E-002,1.367000E-002,1.745000E-002,-1.912000E-004,-1.113000E-003,-6.688000E-006,2.670000E-005,2.573000E-004,3.740000E-002,1.135000E-003,-5.361000E-004,-1.135000E-002,-6.497000E-002,-6.347000E-003,-5.282000E-002,-6.508000E-004,-2.117000E-002,2.298000E-004,-5.392000E-003,4.808000E-002,2.150000E-002,3.029000E-003,2.379000E-003,-4.479000E-004,-1.012000E-003,3.936000E-003,-1.606000E-004,-9.526000E-006,-2.453000E-004,-9.053000E-002,-1.380000E-002,-8.360000E-003,1.279000E-003
5,07/18/21,1.357000E-002,4.398000E-003,2.481000E-002,-8.158000E-002,1.907000E-002,1.243000E-002,4.545000E-004,1.974000E-003,-6.058000E-005,2.975000E-005,-9.220000E-004,8.207000E-002,3.068000E-003,-1.906000E-003,-8.006000E-002,-5.099000E-002,7.455000E-002,-2.333000E-001,2.049000E-003,-3.348000E-002,-1.663000E-002,-9.242000E-003,1.645000E-001,9.456000E-003,-5.278000E-004,-5.749000E-004,-3.745000E-004,-5.370000E-004,5.157000E-003,-2.059000E-003,1.105000E-004,-9.229000E-004,-2.662000E-002,-4.216000E-002,4.920000E-003,8.316000E-003
5,07/19/21,1.425000E-001,-9.192000E-005,-1.332000E-001,1.901000E-001,-1.070000E-002,-2.205000E-002,2.690000E-003,2.603000E-003,2.896000E-004,-9.025000E-005,8.864000E-003,1.110000E-001,-1.813000E-002,1.668000E-002,-7.185000E-002,1.027000E-001,2.547000E-001,5.371000E-002,-7.994000E-004,-9.266000E-002,-2.480000E-002,3.822000E-003,2.748000E-001,-4.872000E-003,-2.578000E-003,1.702000E-003,-4.269000E-002,-1.659000E-002,7.858000E-003,-3.453000E-003,-3.697000E-006,-4.846000E-004,2.855000E-001,4.129000E-001,-2.859000E-002,2.597000E-002
